X,Y,OBJECTID,CREATOR,EDITOR,CREATED,EDITED,VALIDATION,RELIABILIT,Enabled,FACILITYID,PARENTID,SW_FACILIT,SW_OBJECTT,SW_AS_BUIL,SW_SAP_OBJ,SW_ACTIVIT,SW_ASBUILT,SW_ASSET_M,SW_ASSET_O,SW_ASSET_T,SW_CAP_CLI,SW_CAP_EXI,SW_CAP_FUT,SW_CAPACIT,SW_CAPAC00,SW_CAPAC01,SW_CAPAC02,SW_CAPAC03,SW_CAPAC04,SW_CAPAC05,SW_CAPAC06,SW_CAPAC07,SW_CAPAC08,SW_CAPAC09,SW_CAPAC10,SW_CONDITI,SW_CONDI00,SW_CRE,SW_CRITICA,SW_CRITI00,SW_CRITI01,SW_DECOMMI,SW_DEPTH_T,SW_DESCRIP,SW_DIAMETE,SW_GRATE_L,SW_GRATE_S,SW_GRATE_T,SW_INSERT_,SW_INSTALL,SW_LEGACY_,SW_LEGAC00,SW_LENGTH_,SW_LOCAL_B,SW_MANUFAC,SW_MATERIA,SW_OPERATI,SW_PROJECT,SW_RELIABI,SW_RELIA00,SW_RELIA01,SW_RELIA02,SW_RENEWAL,SW_RENEW00,SW_RENEW01,SW_RENEW02,SW_RISK,SW_RISK_DA,SW_SAP_ID,SW_STATUS,SW_STATUS_,SW_STORMWA,SW_VALUATI,SW_VALUA00,SW_VALUA01,SW_VALUA02,SW_VALUA03,SW_VALUA04,SW_WIDTH_M,SW_GIS_ID,created_us,created_da,last_edite,last_edi00,GlobalID_1,fme_basena,layer,path
174.856277163537,-36.9100308423702,,,,,,,,"1",,,,SW_CPIT,,IE000000002000548007,,,,TRANSPORT,STDD,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,,"19590630",ACC_1290950_NR0971,,,"150",,,SC,,,,NONE,,,,,,,,"2000548007",INSR,,"036",,,,,,,,{143F4114-44E9-44B7-A79B-31466502A5D1},,,,,{C9BDD758-89E2-4705-871F-91B8F75D3275},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.856265690076,-36.910042504563,,,,,,,,"1",,,,SW_CPIT,,IE000000002000081471,,,,TRANSPORT,STDD,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,,"19590630",ACC_1290949_NR0937,,,"150",,,SC,,,,NONE,,,,,,,,"2000081471",INSR,,"036",,,,,,,,{6D0AEF27-12F3-4D28-AD06-9D063ABAF226},,,,,{57A31B2F-ED59-4C93-AA84-D57140620DE4},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.851226225453,-36.9160919969758,,,,,,,,"1",,,,SW_CPIT,,IE000000002000696618,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,,,,"20060621",ACC_1292499_NX9070,,,"150",,,SC,,,,NONE,,,,,,,,"2000696618",INSR,,"036",,,,,,,,{B513E108-36E6-41C6-BA77-46FBC18E9A21},,,,,{FE136E9C-5C3B-49A2-B473-31ABB993011D},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.849401897888,-36.9138682930637,,,,,,,,"1",,,,SW_CPIT,,IE000000002000071068,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,8.400000000000000,Catchpit,,0.000000000000000,,,,"20140310",ACC_1428019,E2013/212,,"150",,,SC,,NONE,ABP1,ABP1,ABP1,,,,,,,"2000071068",INSR,,"036",,,,,,,,{BD1AD56C-585B-4254-BD18-B001E0726EA1},,,,,{8A209972-91C8-4689-8A67-EA518A35AFFC},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.849525032772,-36.913185332251,,,,,,,,"1",,,,SW_CPIT,,IE000000002000930251,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,"150",0.000000000000000,,,,"20140310",ACC_1428007,E2013/212,,"150",,,SC,,,NONE,NONE,,,,,,,,"2000930251",INSR,,"036",,,,,,,,{9FC6B24B-E17C-474A-9E06-5BA01D087367},,,,,{355B8B11-9996-429C-9CEE-0BE643769D20},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.849475824439,-36.9134811046915,,,,,,,,"1",,,,SW_CPIT,,IE000000002000558482,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,"150",0.000000000000000,,,,"20140310",ACC_1428008,E2013/212,,"150",,,SC,,,NONE,NONE,,,,,,,,"2000558482",INSR,,"036",,,,,,,,{3CF3A379-BF7C-4E4B-BA4A-76868F051C0C},,,,,{0EACEE42-F68A-45AF-8D5F-975FD5700CC5},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.854657887773,-36.9110267383423,,,,,,,,"1",,,,SW_CPIT,,IE000000002000306528,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,,,,"19981201",ACC_1291397_NW6417,,,"150",,,SC,,,,NONE,,,,,,,,"2000306528",INSR,,"036",,,,,,,,{3E9A98FC-5953-40BA-A350-2FE09056C6EB},,,,,{CE88407C-90F2-4B0E-88E7-124F746EB1A2},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.858381173204,-36.8998327840443,,,,,,,,"1",,,,SW_CPIT,,IE000000002000042744,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,,"19500630",ACC_1268293_NP8256,,,"150",,,SC,,,,NONE,,,,,,,,"2000042744",INSR,,"058",,,,,,,,{6704EE14-1148-4DCB-8907-34E1DC5744B0},,,,,{EAD1C771-81C0-4221-B278-895DE7002A0F},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.857362309702,-36.9014688377626,,,,,,,,"1",,,,SW_CPIT,,IE000000002000881423,,,,TRANSPORT,MINI,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,CUST,,,"19500630",ACC_1269552_NP7773,,,"150",,,SC,,,,NONE,,,,,,,,"2000881423",INSR,,"058",,,,,,,,{F0196EE7-7E84-4962-B58E-D71ECCFC3E54},,,,,{8E881F62-A0CB-42AB-84AD-C07FAD3D0C39},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.853381716591,-36.8993649698851,,,,,,,,"1",,,,SW_CPIT,,IE000000002000176754,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,,TTRP,"20090617",ACC_1300105,,,"150",,,SC,,,,NONE,,,,,,,,"2000176754",INSR,,"058",,,,,,,,{17B08B2D-3468-4477-A745-EF958A4C2AE3},,,,,{7EB7B788-15B7-4A87-9CFE-3290F635DB52},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.852387233811,-36.9125804078301,,,,,,,,"1",,,,SW_CPIT,,IE000000002000540734,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,,,,"19981201",ACC_1290951_NW6438,,,"150",,,SC,,,,NONE,,,,,,,,"2000540734",INSR,,"036",,,,,,,,{77336ECB-D136-4DED-BB82-6356E8AA4C15},,,,,{C65DA8BE-605D-4FBA-9AA1-9EF811D6863F},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.851079540152,-36.9081550279011,,,,,,,,"1",,,,SW_CPIT,,IE000000002000902744,,,,TRANSPORT,STDD,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,TTRP,"19550630",ACC_1288452_NR1419,,,"150",,,SC,,,,NONE,,,,,,,,"2000902744",INSR,,"058",,,,,,,,{7F1B50B9-48C5-409A-80FF-5E2871D6553B},,,,,{CD095FDE-E420-48D3-8442-9251FF9CD1A0},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.852972980866,-36.9001874161888,,,,,,,,"1",,,,SW_CPIT,,IE000000002000435169,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,TTRP,"19550630",ACC_1288282_NP7692,,,"150",,,SC,,,,NONE,,,,,,,,"2000435169",INSR,,"058",,,,,,,,{C754A1F7-FFF6-4F51-883B-8225D03B2039},,,,,{078267DA-2710-4D35-866B-0539CA3D54CB},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.85363010084,-36.9110431719066,,,,,,,,"1",,,,SW_CPIT,,IE000000002000087788,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,,,,"19981201",ACC_1293106,,,"150",,,SC,,,,NONE,,,,,,,,"2000087788",INSR,,"036",,,,,,,,{EBC93CBA-0B63-45AD-9E45-F495C0274A0F},,,,,{48249EC6-7B7F-43A7-B913-8451519A3710},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.850526027078,-36.9088538573971,,,,,,,,"1",,,,SW_CPIT,,IE000000002000761285,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,,,TTRP,"19550630",ACC_1288460_NR1352,,,"150",,,SC,,,,NONE,,,,,,,,"2000761285",INSR,,"058",,,,,,,,{0AAFE699-F038-4246-B082-2BF194DF46DD},,,,,{195C4EFB-14AC-4154-BA78-9AA9B70C2BAD},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.852821459798,-36.9009339952979,,,,,,,,"1",,,,SW_CPIT,,IE000000002000354174,,,,PARKS,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,,TTRP,"19550630",ACC_1292985,,,"150",,CONC,SC,,,,NONE,NONE,,,,,,,"2000354174",INSR,,"058",,,,,,,,{5EBA61FC-E32E-424E-8966-728C36F8FD4E},,,,,{9D690282-0DD6-4555-A605-E6423F2D4154},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.852576425289,-36.908203363268,,,,,,,,"1",,,,SW_CPIT,,IE000000002000940586,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,TTRP,"19550630",ACC_1288456_NR1359,,,"150",,,SC,,,,NONE,,,,,,,,"2000940586",INSR,,"058",,,,,,,,{23A4D271-FC60-4FEB-BBC1-6C9CA697DCB3},,,,,{FFC4C6C4-4095-4CA5-B4DD-D5301BFACBA8},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.850667071828,-36.9224570520986,,,,,,,,"1",,,,SW_CPIT,,IE000000002000471841,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,,"19270630",ACC_1286505_NR0364,,,"150",,,SC,,,,NONE,,,,,,,,"2000471841",INSR,,"036",,,,,,,,{48BD9C68-97D6-4F75-8DBF-095441DA241A},,,,,{B7DF4D36-DD0D-4ADA-AA42-1176FB06BE5A},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.858337954556,-36.8996481622959,,,,,,,,"1",,,,SW_CPIT,,IE000000002000501757,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,,"19500630",ACC_1269545_NP7809,,,"150",,,SC,,,,NONE,,,,,,,,"2000501757",INSR,,"058",,,,,,,,{AF5C5D84-BE15-4FA9-A1F2-1F2C94B32279},,,,,{B672569C-D670-4563-953E-45D95CA1DB8B},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.85419124468,-36.900276278484,,,,,,,,"1",,,,SW_CPIT,,IE000000002000142179,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,,TTRP,"19550630",ACC_1286911_NP7716,,,"150",,,SC,,,,NONE,,,,,,,,"2000142179",INSR,,"058",,,,,,,,{1FCF63A1-F1F1-45E4-8F34-87F055E0DDF3},,,,,{EA108774-1400-428D-AB27-FD256ED17453},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.850171218526,-36.9216818897298,,,,,,,,"1",,,,SW_CPIT,,IE000000002000910186,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,,"19590630",ACC_1289280_NR0358,,,"150",,,SC,,,,NONE,,,,,,,,"2000910186",INSR,,"036",,,,,,,,{D1D0EA07-BC0B-464C-B58C-C4DB46E8EDB5},,,,,{AF1FD81D-0000-4282-B53D-CA6A83DA9BDE},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.853634617866,-36.9005092289811,,,,,,,,"1",,,,SW_CPIT,,IE000000002000118605,,,,PRIVATE,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,,,TTRP,"19550630",ACC_1288289_NP7711,,,"150",,,SC,,,,NONE,,,,,,,,"2000118605",INSR,,"058",,,,,,,,{900B0333-692A-4AA5-977C-4F0F2E5BBB57},,,,,{006B2624-8A95-4D14-A072-5DCDDA9A000C},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.855518802142,-36.901944919898,,,,,,,,"1",,,,SW_CPIT,,IE000000002000724839,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,TTRP,"19550630",ACC_1286927_NP7729,,,"150",,,SC,,,,NONE,,,,,,,,"2000724839",INSR,,"058",,,,,,,,{273A29A9-100B-42DC-9F9D-CE6AAFDE2415},,,,,{478ACAD3-EACC-4427-8655-2E953A59C75A},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.855130747632,-36.9074292248316,,,,,,,,"1",,,,SW_CPIT,,IE000000002000283801,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,Catchpit,,0.000000000000000,660x460,CIMD,,"19550630",ACC_1287073_NR0959,,,"150",,,SC,,,,NONE,,,,,,,,"2000283801",INSR,,"058",,,,,,,,{44B0E0B8-40DE-419A-922B-C0052A297616},,,,,{87E35FD6-34ED-4D99-82A1-4A293A2E3972},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
174.854124328505,-36.9009974548978,,,,,,,,"1",,,,SW_CPIT,,IE000000002000277928,,,,TRANSPORT,STDS,,,,,,,,,,,,,,,,,,TAMAKI,,,,,,CATCHPIT,,,660x460,CIMD,TTRP,"19550630",ACC_1286905_NP7703,,,"150",,,SC,,,,NONE,,,,,,,,"2000277928",INSR,,"058",,,,,,,,{5F4C71F2-F214-465D-9F9F-DB125CC52ABB},,,,,{19D6FEA6-1C48-4FB5-92A5-06F96BF30715},Stormwater Catchpit,Stormwater Catchpit_point,C:/Users/tomoa/OneDrive/Desktop/Compsci_Honours/Compsci 715/Data New/Sylvia Park/ESRI Sharp/ACDownloadJobID-34351|layername=Stormwater Catchpit_point
